Soil_Moisture,Nutrient_Level,Crop_Health,Temperature,Humidity,Precipitation,Yield_Percentage,Future_Temperature,Future_Humidity,Future_Precipitation
71,159,6,26,65,6,90,27,67,7
80,167,3,33,75,2,76,22,75,3
78,171,4,29,74,2,80,20,76,3
51,120,6,28,72,6,87,21,69,7
68,120,7,26,73,6,88,25,75,6
35,124,7,26,63,7,88,26,66,7
50,120,7,26,67,6,88,27,66,8
72,163,7,32,67,2,87,22,68,4
46,138,7,25,63,6,92,28,67,7
48,133,7,25,64,7,92,26,65,7
46,121,6,28,71,6,88,27,68,7
67,120,7,31,69,6,85,26,73,6
46,126,6,26,65,5,86,28,68,5
80,186,3,33,71,2,78,21,69,3
47,121,8,25,66,7,91,28,67,6
80,168,5,32,75,2,75,22,76,3
80,181,3,33,75,2,79,21,76,3
49,124,8,25,64,8,88,26,67,7
43,120,6,26,63,7,87,28,65,5
80,183,4,30,75,2,80,21,76,3
76,179,8,27,68,5,77,22,74,3
80,181,4,30,74,2,76,20,76,3
57,121,6,25,67,6,89,27,67,7
46,137,8,26,65,7,88,26,66,8
60,124,3,32,75,4,75,24,65,3
49,134,8,26,64,7,86,26,68,6
80,191,5,34,75,2,75,22,76,3
56,120,8,25,61,7,89,27,66,7
80,171,7,30,75,2,75,22,76,3
45,124,8,25,63,7,88,28,66,7
74,184,6,33,71,4,78,22,75,4
66,186,3,31,71,3,79,20,75,3
46,136,7,27,65,8,88,28,67,7
71,125,7,29,71,5,90,27,65,6
80,164,7,31,73,7,75,22,75,3
53,137,7,27,74,6,89,28,69,7
80,160,4,32,72,3,75,21,76,3
61,123,7,31,75,3,89,20,69,6
47,120,7,26,67,8,85,28,69,7
80,182,3,31,75,2,75,21,76,5
48,129,7,27,61,7,89,26,65,7
72,166,8,31,73,8,85,23,74,6
74,133,6,30,71,6,76,20,73,3
67,160,4,32,75,3,75,21,76,3
50,125,8,26,61,7,90,28,69,8
80,182,4,32,74,3,75,23,76,3
51,178,8,25,70,6,82,27,66,7
44,120,7,26,64,7,86,26,67,7
47,135,8,25,64,6,89,26,66,7
44,120,7,25,63,8,90,24,67,7
51,120,7,25,64,7,90,26,67,7
74,178,5,28,71,3,82,21,72,6
51,137,8,27,61,7,91,26,68,7
80,169,4,31,75,2,75,21,76,3
44,120,7,25,64,7,87,28,64,7
73,131,7,27,63,7,90,23,74,7
78,177,7,30,73,4,79,21,76,4
76,167,3,31,75,2,80,21,75,3
72,179,4,31,72,2,78,21,75,3
69,192,4,31,73,4,75,20,76,4
56,122,7,25,64,7,90,27,67,8
48,120,8,25,64,8,88,27,66,7
76,173,5,31,74,3,77,21,76,3
61,159,7,25,62,6,84,26,66,7
41,126,8,26,61,7,91,26,64,7
75,120,8,32,75,6,89,21,75,5
40,135,7,26,73,6,89,28,67,7
42,127,7,26,65,7,89,26,68,6
80,182,3,32,75,2,75,19,76,3
45,123,8,26,65,8,90,26,67,7
80,170,3,30,75,2,80,22,76,3
80,184,5,34,75,2,75,22,76,3
43,120,7,25,64,6,91,27,67,7
44,128,7,25,64,7,90,27,69,6
70,179,4,32,75,3,75,20,76,3
48,120,7,25,64,7,84,26,68,7
58,128,8,25,65,7,89,27,66,6
65,120,7,30,75,4,85,22,69,3
68,123,7,30,64,7,78,28,74,7
54,127,6,26,67,4,90,28,67,6
44,120,7,25,62,6,85,28,68,6
80,185,3,31,75,2,75,20,76,3
50,129,8,25,60,7,91,28,66,8
58,132,7,27,64,6,84,27,65,8
65,173,3,32,75,3,75,22,76,3
43,120,7,26,62,6,89,28,67,7
75,175,7,32,74,5,85,23,76,3
80,169,3,30,75,2,75,23,76,3
80,170,3,32,75,2,77,20,76,3
75,170,7,30,72,7,87,26,76,7
53,120,7,25,64,7,90,26,65,6
71,180,6,31,67,3,87,23,76,4
75,122,8,31,63,7,89,27,68,6
73,127,7,26,73,3,86,26,70,6
75,161,7,29,71,3,86,22,75,6
53,120,7,25,74,8,87,25,70,7
53,120,8,25,63,7,92,28,66,7
80,164,3,32,75,3,76,21,76,3
50,120,7,26,63,8,89,26,67,6
76,130,6,27,72,4,88,21,67,7
77,167,4,32,75,2,78,23,76,4
49,120,8,26,71,7,88,28,67,7
80,163,5,32,75,2,75,20,76,3
56,120,8,25,63,8,90,28,66,6
80,181,5,30,75,3,79,20,76,3
49,120,6,26,67,8,90,27,67,6
37,120,8,25,64,7,84,28,66,6
43,128,8,25,62,8,89,27,70,8
59,120,8,25,65,8,90,28,68,8
63,120,8,26,69,6,85,27,69,6
51,128,8,27,64,8,86,28,65,7
75,138,7,34,72,6,88,22,75,7
75,169,4,33,75,2,80,21,76,5
53,123,7,26,62,7,84,24,68,8
80,183,3,33,75,3,76,19,76,3
48,124,7,27,64,7,87,26,66,7
47,120,7,25,64,7,87,27,66,6
60,120,8,25,63,7,92,27,66,6
51,128,8,26,64,6,91,28,66,7
57,127,8,25,67,8,86,26,67,6
80,185,3,32,75,2,75,20,76,3
72,120,6,26,70,6,89,28,67,7
50,133,8,26,67,7,87,25,69,7
80,185,6,30,75,2,79,23,75,5
80,174,4,30,74,2,76,21,76,3
80,178,7,31,71,2,85,20,72,4
80,180,4,30,73,2,75,21,76,3
44,134,7,25,66,6,86,26,67,7
46,127,7,28,64,8,88,28,67,8
80,192,8,33,75,3,81,21,74,3
50,121,8,25,65,7,90,28,68,7
67,194,6,25,64,6,88,27,67,6
74,187,3,31,73,4,77,21,75,3
55,121,7,26,60,7,86,28,68,6
42,132,8,25,64,6,89,27,65,8
44,120,6,27,74,5,86,22,66,4
72,136,8,31,75,4,75,22,75,5
53,120,8,25,64,6,88,28,65,7
80,178,3,31,75,3,75,23,76,3
42,120,7,26,64,6,85,24,67,7
45,124,7,28,65,7,89,21,68,7
80,170,3,34,75,4,75,22,76,3
71,130,7,31,74,7,80,23,72,6
48,123,6,25,63,8,91,27,68,8
47,120,7,26,64,6,88,26,67,7
69,157,7,33,75,3,77,21,75,7
41,126,7,25,63,6,88,27,66,6
74,122,7,26,67,6,87,24,68,8
68,145,6,26,73,6,88,23,74,3
49,120,8,25,61,8,90,27,68,6
51,120,7,25,66,8,91,28,68,8
79,172,3,32,75,2,76,22,76,3
50,123,7,26,63,7,87,25,67,8
80,162,3,33,74,3,75,21,76,3
48,131,8,25,64,6,88,27,66,7
75,132,7,27,71,4,87,25,68,7
69,182,5,32,75,3,76,21,76,3
42,129,8,25,66,8,87,27,67,7
62,162,3,32,75,4,75,19,76,3
54,124,8,26,63,8,89,27,67,6
48,127,6,25,62,8,92,26,66,7
50,120,7,27,66,6,87,22,68,8
75,176,6,31,73,3,81,23,73,4
52,139,7,27,64,6,86,21,67,7
80,185,4,33,75,3,78,20,76,3
47,120,8,25,66,7,92,27,65,8
67,181,7,32,73,4,75,21,75,3
80,182,4,34,75,2,75,20,76,4
69,127,6,30,73,5,85,21,73,6
75,171,8,26,75,5,86,26,76,4
80,120,7,26,74,5,87,27,65,7
72,169,8,27,73,5,85,20,73,4
44,120,7,25,61,8,92,27,67,6
80,137,3,30,73,5,77,23,75,3
80,170,6,33,75,3,76,20,76,4
50,129,8,27,64,7,90,27,70,7
76,124,7,25,73,3,86,21,73,6
53,120,7,26,63,7,90,28,67,7
68,141,7,27,66,6,89,27,69,6
51,127,8,26,65,5,86,25,67,7
77,169,3,31,75,5,75,21,74,3
51,123,7,25,61,7,91,26,69,7
47,167,7,25,66,6,85,28,72,6
80,167,3,31,75,2,75,22,76,3
48,120,8,25,60,7,87,27,67,6
48,131,8,25,62,7,86,27,69,6
44,120,6,25,67,7,91,28,66,6
68,175,7,32,75,6,75,22,76,7
41,134,8,25,66,8,89,25,68,9
70,144,7,26,70,6,87,24,67,7
66,170,7,27,72,5,86,23,75,6
52,140,7,25,64,7,87,28,66,7
54,120,8,27,64,7,90,26,66,7
80,181,4,32,75,3,76,22,76,3
79,174,3,32,74,2,75,19,76,3
80,201,3,31,75,2,75,21,76,3
74,120,7,25,66,8,87,21,66,8
46,120,7,27,64,7,89,28,69,7
80,183,4,33,75,2,75,20,76,3
80,199,4,33,75,4,80,21,76,3
71,184,7,32,72,4,80,20,73,5
61,177,7,27,72,5,78,21,74,3
42,120,7,25,62,7,91,27,64,6
72,167,3,31,72,4,75,22,76,3
66,136,7,30,62,3,86,26,76,7
48,129,6,26,63,7,89,27,65,7
80,177,4,31,74,2,80,21,76,3
50,120,6,25,65,6,86,28,66,8
70,120,8,25,65,7,84,28,67,7
75,170,6,32,75,5,86,20,76,3
80,178,3,30,74,4,79,24,76,3
80,120,7,32,75,4,80,22,75,5
62,180,6,25,65,4,84,24,65,5
40,131,7,26,62,7,89,26,67,6
41,124,7,27,66,7,87,26,67,7
42,120,7,26,65,6,88,27,64,7
80,190,4,31,75,4,78,22,76,3
43,120,8,26,67,6,90,25,68,7
66,162,6,26,65,6,88,27,67,7
51,120,8,25,62,8,92,27,69,6
41,137,7,25,64,7,90,26,66,6
75,159,7,31,69,3,89,25,68,7
80,158,4,32,75,2,75,21,76,3
49,120,7,25,63,7,86,27,68,7
67,140,7,28,67,7,89,26,70,7
47,121,7,26,63,7,85,28,65,6
42,122,7,25,65,5,89,28,65,7
47,122,7,25,65,7,89,27,67,6
74,181,3,32,74,3,78,21,76,5
78,171,4,30,75,2,75,20,76,3
49,121,9,26,63,8,88,28,64,7
49,120,7,25,65,7,88,27,63,6
43,129,6,26,68,7,87,26,67,4
41,120,8,25,64,8,88,25,65,8
46,142,8,27,62,7,90,27,69,7
80,196,4,33,75,2,76,22,76,3
49,131,8,25,63,7,92,28,66,8
80,192,4,30,72,3,75,21,76,3
62,122,8,25,62,6,90,28,69,6
54,126,7,26,66,6,86,26,68,7
47,124,7,25,63,7,89,25,65,7
68,177,4,33,75,3,76,24,75,3
73,174,3,31,75,2,77,23,75,3
57,134,8,26,65,7,87,27,64,8
39,120,7,27,63,7,86,25,75,8
80,178,3,32,75,2,76,22,76,3
80,185,4,31,74,4,76,22,76,3
40,120,7,25,64,7,88,26,65,7
60,120,9,25,66,7,92,26,69,8
80,169,3,34,75,2,75,21,76,3
43,121,7,26,63,7,89,25,66,7
75,173,8,31,66,6,88,27,72,6
41,177,8,25,65,7,87,27,66,8
70,174,7,32,73,6,88,23,76,7
77,189,3,33,75,5,75,21,76,5
47,123,7,25,65,6,87,26,68,6
38,127,8,25,63,6,87,26,66,7
80,165,7,31,73,2,83,23,75,7
48,131,8,25,66,7,90,25,71,7
52,123,8,25,64,7,88,28,69,5
72,174,4,33,73,3,84,23,73,3
49,120,7,27,65,7,87,28,69,8
68,153,7,32,65,6,86,24,75,6
74,130,6,31,66,7,88,24,76,7
53,120,7,25,62,7,85,28,66,7
50,120,9,25,61,8,88,28,66,7
48,120,7,26,64,6,86,26,65,6
48,141,7,27,66,6,90,26,66,6
79,120,6,28,72,5,90,21,70,6
80,164,4,31,75,3,75,21,76,3
42,120,7,25,65,6,88,26,68,7
47,169,7,31,67,7,86,22,67,7
80,196,4,32,75,2,75,20,76,3
76,135,7,25,66,7,89,24,67,7
49,128,7,26,62,6,87,27,65,7
73,148,6,31,68,5,76,26,76,4
77,163,4,31,75,6,76,22,76,3
80,183,7,31,68,3,79,20,68,5
72,192,4,32,75,3,76,21,76,3
75,131,7,25,64,7,90,28,75,5
80,200,4,32,75,3,77,21,74,5
72,120,7,25,64,7,89,27,65,7
73,189,8,32,64,4,85,20,75,3
67,129,7,25,71,7,89,27,67,7
48,120,8,26,63,7,86,28,67,6
73,125,7,27,74,6,88,28,67,7
80,190,3,32,74,6,79,20,76,3
49,120,7,25,63,6,90,27,63,7
79,164,7,31,71,4,78,24,75,4
53,127,7,27,66,7,88,28,68,8
80,175,4,31,75,2,75,19,76,3
73,173,6,32,74,3,89,21,68,7
80,160,4,30,75,2,76,22,76,3
76,174,3,31,75,3,79,22,76,3
76,177,3,30,75,2,76,21,76,3
52,120,8,25,60,8,90,26,66,7
80,184,3,31,75,3,76,21,76,3
47,127,8,25,62,7,88,28,67,7
80,165,6,33,75,4,80,20,68,3
67,178,4,33,74,4,76,22,74,3
56,120,7,25,62,6,87,26,65,6
80,184,6,31,74,2,82,21,76,3
48,120,7,25,67,6,91,27,65,7
80,182,3,32,75,3,79,23,76,3
45,120,8,26,66,8,87,27,68,6
76,174,7,29,73,6,78,23,76,3
54,120,8,25,64,7,89,27,66,7
42,135,7,26,65,6,90,28,66,7
41,120,7,27,63,6,90,26,67,6
71,128,8,28,66,8,88,26,69,8
45,127,7,25,62,8,88,27,67,7
80,183,3,31,75,4,82,23,74,3
49,131,6,25,60,7,91,25,68,6
72,120,8,31,67,6,88,23,68,7
80,176,3,33,75,3,77,22,76,3
80,169,3,34,75,2,75,20,76,3
50,120,8,25,63,8,89,26,67,7
46,120,7,26,66,6,86,28,67,6
52,134,7,26,69,7,91,27,67,6
60,120,8,32,66,6,88,22,75,8
44,123,6,28,65,7,88,27,69,7
49,120,8,25,62,6,91,25,68,6
52,120,8,25,65,6,87,28,66,8
39,120,7,26,62,7,87,28,67,7
46,123,7,25,66,7,87,28,68,6
46,124,7,25,63,5,88,27,68,7
77,174,6,31,75,3,78,21,76,3
42,129,8,27,64,7,89,27,67,6
42,120,8,25,65,8,88,25,68,6
48,120,6,25,65,8,92,26,65,8
50,120,6,25,62,5,92,27,65,8
59,121,8,25,65,6,88,27,66,7
51,136,7,26,65,5,85,28,68,6
80,176,4,32,75,3,79,20,76,3
68,165,3,30,70,3,81,20,76,3
78,192,7,31,74,7,79,23,76,6
80,173,5,30,75,2,79,20,76,3
49,120,8,26,65,6,89,28,68,6
39,135,8,25,64,6,85,28,68,7
52,133,7,26,65,6,88,27,65,6
70,157,5,29,74,3,78,21,75,3
47,125,7,25,63,6,88,26,68,8
49,124,8,25,65,8,88,24,65,7
41,127,7,25,63,5,87,28,67,6
52,121,8,25,65,6,86,27,67,7
77,167,4,31,75,4,78,21,76,3
47,128,7,26,67,7,88,26,68,8
50,126,7,25,74,6,86,26,76,6
72,171,6,31,73,3,80,21,67,6
48,120,8,26,65,7,88,25,65,7
74,179,7,33,67,6,84,21,68,4
44,130,7,28,73,2,87,21,70,5
70,120,8,26,63,7,89,27,67,7
69,175,4,32,74,2,75,20,76,3
49,120,6,25,60,7,90,25,65,7
53,120,8,25,64,8,90,27,67,6
42,120,9,25,66,6,91,28,65,8
76,175,4,31,71,3,78,21,76,3
50,120,8,25,64,7,91,25,65,6
50,120,7,27,67,6,88,27,68,7
46,120,6,25,63,7,87,28,67,7
70,120,7,25,62,6,87,23,74,8
79,180,3,29,72,2,86,21,74,4
64,122,8,26,65,7,88,26,66,6
80,134,6,25,66,6,86,25,71,7
40,120,7,25,65,5,89,28,68,7
46,131,7,28,73,4,86,24,66,7
52,120,8,25,64,7,88,28,67,7
50,122,7,25,66,7,88,26,68,7
49,122,8,26,62,7,89,28,67,7
80,166,5,31,74,4,75,21,74,3
63,180,6,28,66,6,87,21,72,6
75,177,4,31,73,7,79,20,76,3
73,183,6,34,75,3,76,21,76,7
43,120,8,25,65,6,89,26,65,7
80,172,4,31,74,3,75,21,76,3
80,178,4,32,73,2,75,21,76,3
62,133,7,26,68,5,90,21,74,5
44,124,9,25,63,6,92,27,67,8
80,169,3,30,75,2,75,21,75,3
69,169,7,31,75,5,79,23,76,3
80,179,6,31,73,5,77,22,76,4
52,132,6,27,66,7,88,28,67,6
80,165,6,25,75,3,87,23,76,4
37,120,8,26,64,6,88,28,65,6
52,137,6,27,66,6,87,26,68,7
47,120,8,25,61,5,91,26,65,6
75,122,6,26,63,6,89,24,64,6
72,130,7,31,64,5,90,26,68,8
44,127,8,25,60,7,89,28,65,7
53,141,7,28,67,4,88,25,67,7
80,193,3,30,75,2,81,20,76,3
77,165,8,26,63,7,88,23,68,7
48,120,8,25,68,6,88,28,66,6
54,128,7,27,66,8,91,27,67,7
53,134,7,28,71,6,90,28,68,8
80,124,7,25,74,6,87,26,68,5
58,120,8,29,64,6,89,28,66,6
75,196,7,31,75,3,75,22,76,3
57,120,8,25,61,6,87,27,67,6
74,178,7,31,72,6,85,22,76,3
51,121,7,26,67,7,92,28,67,8
43,142,5,26,65,6,87,26,68,6
72,120,7,26,63,6,86,27,66,6
67,193,7,31,64,6,89,25,66,8
70,120,7,25,63,7,88,26,68,8
41,139,7,26,65,7,88,28,66,6
45,120,7,25,63,6,86,26,67,6
80,176,4,31,75,2,76,20,76,3
49,120,6,26,67,7,86,26,65,6
44,123,8,26,64,7,88,26,65,7
76,170,3,31,74,3,76,20,76,3
79,120,6,27,73,7,88,28,68,7
48,120,8,26,63,7,87,27,67,7
80,180,7,29,75,6,88,27,74,5
49,120,7,26,62,6,90,26,65,8
80,172,4,33,75,2,75,20,76,3
64,120,8,26,63,6,87,20,68,6
35,123,8,26,64,7,89,27,67,7
80,171,4,33,75,4,75,22,76,3
77,158,8,32,75,4,85,24,76,7
74,162,7,27,74,6,91,22,67,6
50,121,7,25,64,6,89,27,66,7
80,195,3,32,75,3,75,23,75,3
71,137,7,31,70,2,89,28,76,7
49,121,6,26,64,7,84,27,67,7
53,182,6,33,71,6,84,26,76,6
46,120,8,25,66,8,92,27,70,8
43,120,8,26,65,8,87,25,68,7
80,174,3,33,75,3,76,21,76,3
49,120,7,27,64,6,90,27,65,6
40,129,8,25,64,8,86,28,68,6
53,128,6,25,63,7,87,27,67,7
80,177,3,34,74,3,76,21,76,3
37,120,7,25,68,7,88,28,66,7
65,143,8,29,67,5,86,26,66,7
75,120,8,33,72,6,84,26,68,6
77,182,8,29,75,7,85,23,74,4
77,159,5,33,75,2,78,22,76,3
43,128,7,25,62,7,88,27,65,7
75,182,6,31,73,6,88,23,75,3
78,176,3,32,74,4,78,21,73,3
80,183,4,32,75,3,75,20,76,3
55,120,7,25,64,6,90,26,66,6
71,164,4,30,71,3,87,23,76,3
80,194,4,34,74,2,76,19,76,3
44,120,7,25,64,6,89,27,67,8
70,128,8,27,64,4,87,28,75,7
52,131,6,27,68,7,86,26,68,7
37,120,7,26,63,6,89,27,65,8
48,140,7,26,60,6,90,28,67,7
68,173,6,25,62,3,75,28,74,3
48,120,8,25,65,7,90,28,65,8
77,177,3,30,75,2,75,20,76,3
72,166,8,29,74,6,85,23,70,7
49,135,8,26,67,7,86,27,66,6
51,126,8,25,64,8,91,27,68,7
48,120,8,27,63,7,89,28,68,6
47,120,7,25,63,8,87,28,68,8
76,170,4,32,72,3,77,20,76,3
80,173,4,32,75,3,78,20,76,3
76,133,3,26,65,6,84,25,65,7
80,180,4,33,75,2,75,20,76,3
46,123,7,27,67,6,86,27,67,6
80,167,7,32,74,4,85,20,75,3
53,126,7,25,66,5,87,26,69,6
74,177,3,31,73,4,76,21,76,3
62,166,6,26,71,6,88,23,69,3
73,132,9,30,74,5,88,21,72,3
51,124,8,25,61,7,92,26,67,7
74,163,4,32,75,2,79,20,76,4
78,168,3,32,75,2,76,21,76,3
68,197,6,30,75,6,75,23,73,6
42,130,6,26,62,7,89,27,66,6
45,120,7,25,63,7,88,27,68,9
80,168,3,31,75,4,77,21,76,3
47,123,8,25,65,6,92,28,67,6
37,121,8,25,62,7,89,25,68,7
66,180,7,31,73,3,75,22,75,4
50,147,7,26,75,6,88,28,67,6
67,161,7,31,73,4,88,23,73,7
80,183,8,31,73,5,89,22,75,3
80,175,3,30,74,2,76,24,76,4
50,126,7,25,64,6,90,28,66,6
69,122,7,30,72,6,88,23,73,6
48,131,8,27,64,7,88,24,68,6
45,137,7,26,65,6,87,27,64,6
46,135,7,27,66,7,85,26,65,6
45,120,8,27,62,6,91,28,68,7
74,177,4,33,73,2,75,22,76,3
80,122,7,30,65,8,88,23,69,3
41,120,8,26,66,6,86,27,68,7
46,120,8,25,63,6,89,28,65,7
41,120,7,27,63,6,89,28,68,6
54,131,7,27,66,7,87,27,74,7
44,121,7,26,65,8,88,26,68,7
74,174,4,32,73,2,75,21,75,4
55,120,7,26,61,6,89,26,67,7
75,183,7,32,75,3,78,21,76,3
68,177,7,33,75,3,89,20,76,6
73,194,7,32,75,3,88,20,76,3
77,174,5,30,75,4,80,20,76,3
76,121,7,30,66,6,87,20,67,6
45,120,7,26,66,7,88,27,66,6
51,120,8,28,64,7,91,27,68,7
70,168,7,32,73,6,75,22,76,4
80,174,4,31,74,2,77,22,76,4
72,182,6,30,75,3,86,23,76,4
49,121,7,25,63,7,88,26,67,6
75,159,3,30,73,6,79,21,73,6
51,129,7,25,64,6,85,28,66,7
75,129,8,26,75,7,89,28,68,7
80,178,4,32,73,3,76,21,76,3
80,172,4,32,75,2,75,20,76,3
70,156,3,30,75,4,79,21,76,4
74,185,4,32,73,4,78,20,76,4
62,123,7,25,67,7,87,26,65,7
39,120,7,25,64,8,88,26,65,7
54,123,8,25,66,7,90,28,65,8
76,178,4,31,75,2,75,22,76,4
44,127,6,27,64,7,89,27,67,8
44,127,8,26,66,7,87,26,65,8
47,120,8,25,62,7,88,28,67,7
51,123,8,25,63,7,89,27,65,7
80,180,4,32,75,2,75,21,76,3
40,122,7,25,62,7,90,28,66,7
71,131,7,25,65,4,88,28,67,6
79,159,4,30,75,3,76,21,76,3
76,169,8,31,75,6,76,21,75,5
41,123,7,25,65,8,90,26,65,6
57,120,8,25,61,7,91,27,68,7
46,120,7,25,62,6,89,26,67,6
61,122,7,28,65,6,86,26,74,7
79,178,3,31,74,4,75,20,76,4
80,172,4,32,74,3,75,20,76,3
80,178,4,32,75,4,75,19,76,3
67,167,3,25,74,3,87,27,76,3
52,120,8,25,62,7,88,26,64,6
80,169,5,33,75,2,78,20,76,3
71,154,7,31,70,5,77,20,76,7
70,177,3,31,70,6,89,23,75,6
51,125,8,26,64,7,88,27,68,8
80,162,3,31,75,3,76,23,73,4
50,124,7,26,64,7,86,27,66,7
80,121,7,32,67,3,88,27,66,5
58,179,7,26,64,6,84,22,76,6
45,120,7,27,68,7,89,27,69,7
53,131,7,26,65,6,89,27,66,7
66,133,7,26,64,6,80,27,66,7
80,153,7,32,74,2,81,21,75,3
42,146,6,25,66,7,87,25,66,7
80,183,4,31,75,3,75,21,76,3
46,127,7,25,62,7,89,26,69,7
79,174,4,31,73,2,75,21,74,4
76,174,6,32,74,4,88,22,76,4
69,172,6,31,72,6,87,26,76,7
49,172,8,26,66,6,86,28,67,6
46,120,7,26,66,6,86,26,68,7
51,122,6,25,64,6,89,27,66,8
80,182,4,32,74,3,77,22,76,3
38,123,8,25,67,7,87,26,67,7
74,120,8,25,62,7,85,27,67,6
80,180,3,31,75,3,75,20,76,3
75,120,6,26,63,3,83,27,69,6
46,121,8,25,66,6,92,27,65,7
75,159,7,27,70,4,86,22,68,3
79,180,8,30,75,6,89,23,76,7
46,120,6,25,64,6,88,26,67,7
43,131,8,30,64,6,89,28,67,7
50,179,7,27,62,7,82,26,66,7
35,120,8,25,64,8,88,28,66,7
80,187,4,32,75,2,75,21,75,3
80,155,4,34,75,2,75,19,76,3
50,120,7,31,66,7,88,26,68,7
69,173,7,32,73,7,86,22,73,3
80,180,4,32,75,2,79,21,76,3
60,120,7,25,65,6,89,27,67,7
79,178,3,32,75,2,75,21,76,3
69,121,7,25,63,7,90,28,66,7
80,190,3,32,75,2,76,19,76,3
72,131,7,31,67,5,86,26,67,8
42,131,7,25,65,6,86,28,67,7
51,120,7,27,63,7,89,27,67,7
58,142,7,25,62,6,85,27,65,7
74,175,7,33,75,3,89,24,74,4
49,123,8,28,66,7,90,27,66,7
67,140,8,27,65,8,86,25,69,7
57,120,8,26,64,7,92,25,69,7
80,162,6,30,73,2,77,22,76,3
80,176,4,30,75,3,80,22,76,3
71,132,7,25,62,7,91,25,68,6
43,131,7,32,61,7,85,26,69,6
78,124,7,31,72,6,88,23,67,6
67,163,4,33,75,4,78,21,76,3
36,128,7,25,65,7,91,28,66,6
64,190,3,31,72,4,88,22,75,5
50,125,6,25,64,7,88,24,65,7
42,120,6,25,63,6,89,28,67,6
73,166,4,31,75,2,81,21,76,4
80,170,4,33,75,3,75,20,76,3
70,126,7,28,65,6,89,21,69,6
48,120,7,25,65,8,88,28,67,8
47,120,7,26,65,6,88,28,68,7
43,131,9,25,65,7,89,28,65,7
80,195,4,32,74,2,75,22,76,3
80,178,4,33,75,2,75,19,76,3
71,178,7,32,75,3,75,21,74,3
67,146,6,25,72,7,85,23,69,7
45,133,8,25,65,7,88,27,65,6
80,172,7,30,72,3,77,19,74,3
47,146,7,25,66,7,89,28,68,5
80,183,3,30,75,2,75,20,76,3
80,167,4,33,75,2,76,21,76,3
44,120,7,27,68,8,89,26,68,7
45,129,7,25,62,7,89,27,66,7
70,161,6,29,74,4,86,21,73,4
75,176,4,32,73,2,77,21,73,4
79,183,4,30,75,2,75,21,76,4
52,127,7,25,65,6,90,27,68,7
80,187,4,31,75,3,75,23,76,3
70,120,7,26,66,7,88,25,70,7
50,124,7,26,64,7,89,23,69,7
80,172,7,31,73,2,79,21,76,7
69,120,7,27,64,7,87,27,65,7
63,120,6,25,67,6,88,28,65,7
52,120,7,25,61,6,90,27,67,7
62,166,5,32,75,4,78,21,74,3
74,128,6,30,75,6,88,25,68,5
48,120,7,25,65,7,88,28,65,7
41,124,7,25,64,7,88,27,64,7
71,130,8,31,66,7,87,23,76,7
55,120,7,26,64,5,89,27,66,7
51,120,7,27,63,7,87,28,68,7
78,182,3,30,75,2,76,20,76,3
50,125,8,25,65,6,85,28,67,7
53,120,7,25,65,7,88,27,68,8
72,123,6,28,73,6,86,24,75,7
46,125,8,25,65,7,90,28,66,8
49,120,7,25,62,7,92,28,67,7
47,120,6,25,63,7,89,26,66,5
78,182,5,32,75,4,76,20,75,3
80,136,6,30,65,6,81,22,75,7
70,147,7,26,71,8,84,21,68,7
48,132,9,25,66,7,89,27,67,7
75,167,7,32,72,6,87,19,76,4
42,120,8,25,64,8,88,27,68,8
80,163,4,32,75,5,76,23,76,7
54,136,6,26,65,7,87,28,66,6
53,120,7,25,62,7,92,28,65,7
72,140,7,27,63,6,86,25,75,7
60,150,7,26,63,6,89,28,68,7
45,120,6,25,60,6,85,28,66,6
48,120,7,26,65,6,88,28,68,8
52,120,8,25,63,8,89,28,63,7
39,120,7,25,64,7,86,26,65,7
44,145,6,26,66,7,87,26,68,7
62,182,6,29,62,5,87,25,74,6
41,128,8,26,63,7,90,27,67,8
80,206,4,32,74,3,75,21,75,3
80,185,4,32,75,2,76,20,76,3
80,168,3,31,75,2,75,21,76,3
80,189,4,32,75,5,75,22,74,3
43,120,8,25,64,7,86,28,70,6
73,188,8,30,67,3,85,22,74,4
49,125,8,26,65,8,88,26,66,5
74,171,6,32,64,5,88,27,75,5
46,120,8,25,61,6,91,27,67,7
80,199,4,31,75,4,77,20,76,4
80,168,4,34,75,4,78,20,76,3
50,126,6,28,72,6,88,27,68,7
48,120,7,25,64,6,86,23,67,7
40,137,7,31,75,7,87,25,76,6
77,142,7,32,65,7,84,22,67,7
80,120,8,26,65,4,86,27,67,7
72,128,7,25,66,6,88,27,73,6
51,120,7,27,69,7,86,26,69,6
80,165,5,33,75,2,75,19,76,3
77,188,8,32,74,3,79,23,73,4
70,173,7,32,66,4,86,22,75,4
56,121,7,25,64,5,89,26,65,7
80,171,3,32,73,3,78,22,76,3
80,176,3,31,75,4,76,21,75,3
55,120,7,25,63,7,91,27,66,8
80,182,4,32,74,3,79,22,76,3
77,180,3,30,74,3,75,21,76,3
80,188,7,30,75,2,77,19,76,3
46,121,8,25,66,8,92,28,68,7
43,120,8,27,66,6,91,27,66,7
61,130,7,26,74,7,85,26,68,6
79,163,7,26,69,4,78,22,69,4
72,186,3,31,74,2,78,21,76,3
49,120,7,25,63,6,87,26,66,7
75,180,7,30,72,3,91,22,73,3
80,165,6,32,75,3,80,22,76,3
68,175,7,32,75,3,78,21,76,3
51,132,7,26,73,4,87,26,69,3
